source	target	note	status
敵全体に雷撃（魔法）。対象に確定で虚脱付与。	对敌方全体造成雷击（魔法）。必定赋予对象虚脱。	新字典	done
敵前衛に防御無視の物理攻撃。命中率とクリティカル率に補正。味方前衛の攻撃増加/力溜め付与。	对敌方前卫造成防御无视的物理攻击。命中率和暴击率补正。我方前卫攻击增加/赋予蓄力。	新字典	done
敵単体に物理攻撃。命中率とクリティカル率に補正。味方後衛にバリアー付与。	对敌方单体造成物理攻击。命中率和暴击率补正。对我方后卫赋予屏障。	新字典	done
味方全員のHP回復/デバフ解除。敵全員のバフ解除。	回复我方全员HP/解除Debuff。解除敌方全员的Buff。	新字典	done
敵全体に雷撃(魔法)。次の自分のターンまで、敵から受ける攻撃はダメージを受ける代わりに回復する。自身にカウンター付与。	对敌方全体造成雷击（魔法）。直到自身下一回合，受到来自敌人的攻击时，不承受伤害而是回复HP。赋予自身Counter。	新字典	done
敵単体に物理攻撃。自身の残りHPが多いほど威力増加。命中率に必中補正。敵前衛のバフを解除、補助効果１つ解除。	对敌方单体造成物理攻击。自身剩余HP越多威力增加。命中率必中补正。解除敌方前卫的Buff，解除1个辅助效果。	新字典	done
敵前衛に物理攻撃。命中率に必中補正。対象に確率で弱体付与。	对敌方前卫造成物理攻击。命中率必中补正。概率赋予对象弱体。	新字典	done
敵前衛に雷撃(魔法)。自身の魔力増加。自身に繚乱付与。	对敌方前卫造成雷击（魔法）。自身魔力增加。赋予自身缭乱。	新字典	done
敵前衛に魔法攻撃。対象に確率で睡眠付与。味方全体に魔壁付与。	对敌方前卫造成魔法攻击。概率赋予对象睡眠。对我方全体赋予魔壁。	新字典	done
敵全体に魔法攻撃。対象が虚脱状態の場合ダメージ増加。対象の魔力バフ解除。自身に魔壁付与。	对敌方全体造成魔法攻击。对象处于虚脱状态时伤害增加。解除对象的魔力Buff。赋予自身魔壁。	新字典	done
敵全体に魔法攻撃。対象に確率で雷撃弱点付与/攻撃バフ解除。	对敌方全体造成魔法攻击。概率赋予对象雷击弱点/解除攻击Buff。	新字典	done
敵単体に雷撃（魔法）。対象に確率で鈍重付与。自身の防御増加。	对敌方单体造成雷击（魔法）。概率赋予对象钝重。自身防御增加。	新字典	done
自身の魔力増加。敵前衛の攻撃減少。	自身魔力增加。敌方前卫攻击减少。	新字典	done
敵単体に雷撃（魔法）。対象に確率でスタン付与。対象の補助効果を1つ解除。	对敌方单体造成雷击（魔法）。概率赋予对象眩晕。解除对象的1个辅助效果。	新字典	done
敵全体に炎撃(物理)。命中率とクリティカル率に補正。自身の残HPが低いほど威力増加。対象に確率で火傷と出血付与。自身に飛行付与。	对敌方全体造成炎击（物理）。命中率和暴击率补正。自身剩余HP越低威力增加。概率赋予对象火伤和出血。赋予自身飞行。	新字典	done
敵単体に炎撃(物理)。対象に確率で疲労付与。命中率に必中補正。自身に力溜め付与。	对敌方单体造成炎击（物理）。概率赋予对象疲劳。命中率必中补正。赋予自身蓄力。	新字典	done
敵前衛に炎撃(物理)。命中率に必中補正。自身の残HPが高いほど威力増加。自身の攻撃増加、繚乱付与。	对敌方前卫造成炎击（物理）。命中率必中补正。自身剩余HP越多威力增加。自身攻击增加，赋予缭乱。	新字典	done
敵前衛に炎撃(物理)。命中率に補正。自身の状態異常を解除、再生付与。	对敌方前卫造成炎击（物理）。命中率补正。解除自身的状态异常，赋予再生。	新字典	done
味方全体のHP回復。対象の状態異常をすべて解除。	回复我方全体HP。解除对象的所有状态异常。	新字典	done
敵前衛に防御無視の物理攻撃。命中率に必中補正。自身に特定の補助効果が付与されている場合、威力が増加。敵全体のバフ解除/補助効果1つ解除。自身の攻撃増加、守護神付与。	对敌方前卫造成防御无视的物理攻击。命中率必中补正。自身被赋予特定辅助效果时威力增加。解除敌方全体的Buff/解除1个辅助效果。自身攻击增加，赋予守护神。	新字典	done
敵単体に物理攻撃。命中率に必中補正。クリティカル率に補正。自身のデバフ解除/攻撃増加。	对敌方单体造成物理攻击。命中率必中补正。暴击率补正。解除自身的Debuff/攻击增加。	新字典	done
敵単体に物理攻撃。命中率に必中補正。自身に特定の補助効果が付与されている場合、威力が増加。敵全体のバフ解除。自身の防御増加	对敌方单体造成物理攻击。命中率必中补正。自身被赋予特定辅助效果时威力增加。解除敌方全体的Buff。自身防御增加。	新字典	done
自身のHPを減らして、敵前衛に防御無視の物理攻撃。命中率に補正。クリティカル率に補正。自身のデバフ解除/防御増加	减少自身HP，对敌方前卫造成防御无视的物理攻击。命中率补正。暴击率补正。解除自身的Debuff/防御增加。	新字典	done
敵単体に魔法攻撃。対象の幸運減少。敵全体に確率で虚脱付与。	对敌方单体造成魔法攻击。对象幸运减少。概率对敌方全体赋予虚脱。	新字典	done
敵前衛に魔法攻撃。対象に確率で刻印と虚脱付与。	对敌方前卫造成魔法攻击。概率赋予对象刻印和虚脱。	新字典	done
敵単体に物理攻撃。命中率に必中補正。自身に特定の補助効果が付与されている場合、威力が増加。敵全体のバフ解除/補助効果1つ解除。対象の幸運減少。	对敌方单体造成物理攻击。命中率必中补正。自身被赋予特定辅助效果时威力增加。解除敌方全体的Buff/解除1个辅助效果。对象幸运减少。	新字典	done
敵単体に物理攻撃。命中率とクリティカル率に補正。自身のデバフ解除/攻撃増加。	对敌方单体造成物理攻击。命中率和暴击率补正。解除自身的Debuff/攻击增加。	新字典	done
敵単体に物理攻撃。命中率に必中補正。自身に特定の補助効果が付与されている場合、威力が増加。敵全体のバフ解除。対象の攻撃と魔力減少。	对敌方单体造成物理攻击。命中率必中补正。自身被赋予特定辅助效果时威力增加。解除敌方全体的Buff。对象攻击和魔力减少。	新字典	done
敵単体に物理攻撃。命中率に補正。自身のデバフ解除/敏捷増加。	对敌方单体造成物理攻击。命中率补正。解除自身的Debuff/敏捷增加。	新字典	done
敵前衛に防御無視の闇撃(物理)。命中率に必中補正。対象に確率で鈍重付与。自身にバリアー付与。	对敌方前卫造成防御无视的暗击（物理）。命中率必中补正。概率赋予对象钝重。赋予自身屏障。	新字典	done
敵後衛に闇撃(魔法)。対象の魔力バフを解除。自身に力溜め付与。	对敌方后卫造成暗击（魔法）。解除对象的魔力Buff。赋予自身蓄力。	新字典	done
敵全体に闇撃(魔法)。対象の補助効果を2つ解除。自身に超・力溜め付与。	对敌方全体造成暗击（魔法）。解除对象的2个辅助效果。赋予自身超·蓄力。	新字典	done
敵前衛に防御無視のスキル威力<dsg_pow>の物理攻撃。命中率に必中補正。自身に集中付与。	对敌方前卫造成防御无视的技能威力<dsg_pow>的物理攻击。命中率必中补正。赋予自身集中。	新字典	done
敵全体にスキル威力<dsg_pow>の魔法攻撃。対象に確率で鈍重付与。自身に鋼壁付与。	对敌方全体造成技能威力<dsg_pow>的魔法攻击。概率赋予对象钝重。赋予自身钢壁。	新字典	done
敵全体にスキル威力<dsg_pow>の物理攻撃。命中率に補正。自身に力溜め付与。	对敌方全体造成技能威力<dsg_pow>的物理攻击。命中率补正。赋予自身蓄力。	新字典	done
敵後衛に遠隔物理攻撃。対象に確率でスタン付与。	对敌方后卫造成远隔物理攻击。概率赋予对象眩晕。	新字典	done
味方前衛にスキル威力<dsg_pow>のHP回復、防御<daeg_pow:1>%増加。	对我方前卫造成技能威力<dsg_pow>的HP回复，防御<daeg_pow:1>%增加。	新字典	done
敵後衛単体に防御無視かつ反撃無効の遠隔物理攻撃。クリティカル率に補正。対象の魔力バフ解除。	对敌方后卫单体造成防御无视且反击无效的远隔物理攻击。暴击率补正。解除对象的魔力Buff。	新字典	done
味方後衛にスキル威力<dsg_pow>のHP回復、防御<daeg_pow:1>%増加。	对我方后卫造成技能威力<dsg_pow>的HP回复，防御<daeg_pow:1>%增加。	新字典	done
敵前衛に物理攻撃。対象に確率でスタン付与。	对敌方前卫造成物理攻击。概率赋予对象眩晕。	新字典	done
敵後衛単体に<dsg_pow>の物理攻撃。命中率とクリティカル率に補正。	对敌方后卫单体造成<dsg_pow>物理攻击。命中率和暴击率补正。	新字典	done
敵後衛単体に<dsg_pow>の雷撃（魔法）。対象に確率でスタン付与。	对敌方后卫单体造成<dsg_pow>雷击（魔法）。概率赋予对象眩晕。	新字典	done
敵後衛単体にスキル威力<dsg_pow>の魔法攻撃。対象の補助効果を1つ解除。	对敌方后卫单体造成技能威力<dsg_pow>的魔法攻击。解除对象的1个辅助效果。	新字典	done
敵前衛に物理攻撃。対象のバフ解除。	对敌方前卫造成物理攻击。解除对象的Buff。	新字典	done
敵後衛に遠隔物理攻撃。クールタイムが比較的短い。対象の魔力減少。	对敌方后卫造成远隔物理攻击。冷却时间(CT)较短。对象魔力减少。	新字典	done
敵後衛に物理攻撃。対象の幸運減少。	对敌方后卫造成物理攻击。对象幸运减少。	新字典	done
敵前衛に遠隔物理攻撃。対象の攻撃減少。	对敌方前卫造成远隔物理攻击。对象攻击减少。	新字典	done
